,vehicleid,status,rptdatetime,velocity,direction,call_id,geom,marvlis_bayes_id,lat,lon
163,82,ENROUTE,2012-09-07 00:05:01,5.0,71.0,122510003.0,0101000020E61000005B5F24B4E59A5EC0541D7233DCE44240,13707003,37.78797,-122.42027
164,82,ENROUTE,2012-09-07 00:05:01,6.0,85.0,122510003.0,0101000020E610000011018750A59A5EC0F819170E84E44240,13707004,37.78528,-122.41634
165,82,ENROUTE,2012-09-07 00:05:01,7.0,77.0,122510003.0,0101000020E6100000E6965643E29A5EC09B728577B9E44240,13707005,37.78691,-122.42006
166,B03,AT SCENE,2012-09-07 00:05:08,59.0,79.0,122500374.0,0101000020E610000036936FB6B9955EC037A6272CF1E84240,13707006,37.81986,-122.33946
167,RC1,ENROUTE,2012-09-07 00:05:08,51.0,67.0,122500374.0,0101000020E610000015A930B610965EC09487855AD3E84240,13707007,37.81895,-122.34477
168,E29,IN-SERV,2012-09-07 00:05:12,0.0,45.0,,0101000020E61000002D776682E1995EC02C9D0FCF12E24240,13707008,37.766199,-122.404389
169,E14,ENROUTE,2012-09-07 00:05:14,25.0,58.0,122510001.0,0101000020E61000004E4354E1CF9E5EC0D7F84CF6CFE34240,13707009,37.779784,-122.481438
170,RC1,ENROUTE,2012-09-07 00:05:18,48.0,79.0,122500374.0,0101000020E61000008E1EBFB7E9955EC0543A58FFE7E84240,13707010,37.81958,-122.34239
171,B03,AT SCENE,2012-09-07 00:05:18,59.0,79.0,122500374.0,0101000020E6100000BA313D6189955EC09B20EA3E00E94240,13707011,37.82032,-122.33651
172,B03,AT SCENE,2012-09-07 00:05:28,53.0,79.0,122500374.0,0101000020E6100000DE9387855A955EC0704221020EE94240,13707012,37.82074,-122.33365
173,67,DISPATCH,2012-09-07 00:05:28,0.0,54.0,122510004.0,0101000020E61000003CF71E2E399A5EC07094BC3AC7E44240,13707013,37.78733,-122.40974
174,RC1,ENROUTE,2012-09-07 00:05:28,52.0,78.0,122500374.0,0101000020E61000000FB9196EC0955EC0BED9E6C6F4E84240,13707014,37.81997,-122.33987
175,E36,DISPATCH,2012-09-07 00:05:28,3.0,97.0,122510004.0,0101000020E6100000897E6DFDF49A5EC00C59DDEA39E34240,13707015,37.775205,-122.421203
176,54,AT SCENE,2012-09-07 00:05:28,24.0,80.0,122500374.0,0101000020E610000073BA2C2636955EC0B70BCD751AE94240,13707016,37.82112,-122.33143
177,RC1,ENROUTE,2012-09-07 00:05:38,51.0,78.0,122500374.0,0101000020E610000024D1CB2896955EC0B7D100DE02E94240,13707017,37.8204,-122.33729
178,67,ENROUTE,2012-09-07 00:05:38,25.0,69.0,122510004.0,0101000020E610000035B56CAD2F9A5EC01C7C613255E44240,13707018,37.78385,-122.40916
179,67,ENROUTE,2012-09-07 00:05:38,13.0,25.0,122510004.0,0101000020E6100000AA4885B1859A5EC008AC1C5A64E34240,13707019,37.7765,-122.41441
180,67,ENROUTE,2012-09-07 00:05:38,30.0,70.0,122510004.0,0101000020E6100000B5C35F93359A5EC094D920938CE44240,13707020,37.78554,-122.40952
181,67,ENROUTE,2012-09-07 00:05:38,34.0,25.0,122510004.0,0101000020E6100000718FA50F5D9A5EC0EB73B515FBE34240,13707021,37.7811,-122.41193
182,67,ENROUTE,2012-09-07 00:05:38,18.0,76.0,122510004.0,0101000020E6100000EE258DD13A9A5EC08D28ED0DBEE44240,13707022,37.78705,-122.40984
183,67,ENROUTE,2012-09-07 00:05:38,0.0,54.0,122510004.0,0101000020E61000003CF71E2E399A5EC07094BC3AC7E44240,13707023,37.78733,-122.40974
184,B03,AT SCENE,2012-09-07 00:05:38,34.0,79.0,122500374.0,0101000020E6100000906B43C538955EC005DD5ED218E94240,13707024,37.82107,-122.33159
185,67,ENROUTE,2012-09-07 00:05:38,34.0,36.0,122510004.0,0101000020E610000066A032FE7D9A5EC0168733BF9AE34240,13707025,37.77816,-122.41394
186,67,ENROUTE,2012-09-07 00:05:38,37.0,26.0,122510004.0,0101000020E610000058C51B99479A5EC05C72DC291DE44240,13707026,37.78214,-122.41062
187,67,ENROUTE,2012-09-07 00:05:38,32.0,26.0,122510004.0,0101000020E6100000DF6C73637A9A5EC032ACE28DCCE34240,13707027,37.77968,-122.41372
188,E14,ON RADIO,2012-09-07 00:05:41,22.0,68.0,,0101000020E6100000B9FFC874E89E5EC064062AE3DFE34240,13707028,37.78027,-122.482938
189,E14,ON RADIO,2012-09-07 00:05:41,25.0,58.0,,0101000020E61000004E4354E1CF9E5EC0D7F84CF6CFE34240,13707029,37.779784,-122.481438
190,E14,ON RADIO,2012-09-07 00:05:41,25.0,66.0,,0101000020E6100000268FA7E5079F5EC0CB67791EDCE34240,13707030,37.780155,-122.484857
191,E48,AT SCENE,2012-09-07 00:05:42,42.0,65.0,122500374.0,0101000020E6100000B2DAFCBFEA945EC0C6F7C5A52AE94240,13707031,37.821614,-122.326828
192,E48,AT SCENE,2012-09-07 00:05:42,41.0,58.0,122500374.0,0101000020E6100000596C938AC6945EC098F8A3A833E94240,13707032,37.821889,-122.324618
193,E48,AT SCENE,2012-09-07 00:05:42,0.0,9.0,122500374.0,0101000020E6100000C30C8D2782945EC0884CF91054E94240,13707033,37.822878,-122.320444
194,E48,AT SCENE,2012-09-07 00:05:42,13.0,51.0,122500374.0,0101000020E6100000BB99D18F86945EC0B79C4B7155E94240,13707034,37.82292,-122.320713
195,E48,AT SCENE,2012-09-07 00:05:42,31.0,51.0,122500374.0,0101000020E6100000F435CB65A3945EC0377172BF43E94240,13707035,37.82238,-122.322473
196,54,AT SCENE,2012-09-07 00:05:44,18.0,83.0,122500374.0,0101000020E6100000ACC5A70018955EC030F5F3A622E94240,13707037,37.82137,-122.32959
197,E14,ON RADIO,2012-09-07 00:05:44,22.0,68.0,,0101000020E6100000B9FFC874E89E5EC064062AE3DFE34240,13707036,37.78027,-122.482938
198,T48,ON RADIO,2012-09-07 00:05:46,0.0,0.0,,0101000020E6100000A2D11DC4CE975EC011FE45D098E94240,13707038,37.824976,-122.371995
199,RC1,ENROUTE,2012-09-07 00:05:48,46.0,79.0,122500374.0,0101000020E61000002159C0046E955EC0691D554D10E94240,13707039,37.82081,-122.33484
200,82,ENROUTE,2012-09-07 00:05:49,5.0,78.0,122510003.0,0101000020E610000057B26323109B5EC00DFD135CACE44240,13707040,37.78651,-122.42286
